,location,signal
4885,4884,NA
4886,4885,NA
4887,4886,NA
4888,4887,NA
4889,4888,NA
4890,4889,NA
4891,4890,NA
4892,4891,NA
4893,4892,NA
4894,4893,NA
4895,4894,NA
4896,4895,NA
4897,4896,NA
4898,4897,NA
4899,4898,NA
4900,4899,NA
4901,4900,NA
4902,4901,NA
4903,4902,NA
4904,4903,NA
4905,4904,NA
4906,4905,NA
4907,4906,NA
4908,4907,NA
4909,4908,NA
4910,4909,NA
4911,4910,NA
4912,4911,NA
4913,4912,NA
4914,4913,NA
4915,4914,NA
4916,4915,NA
4917,4916,NA
4918,4917,NA
4919,4918,NA
4920,4919,NA
4921,4920,NA
4922,4921,NA
4923,4922,NA
4924,4923,NA
4925,4924,NA
4926,4925,NA
4927,4926,NA
4928,4927,NA
4929,4928,NA
4930,4929,NA
4931,4930,NA
4932,4931,NA
4933,4932,NA
4934,4933,NA
4935,4934,NA
4936,4935,NA
4937,4936,NA
4938,4937,NA
4939,4938,NA
4940,4939,NA
4941,4940,NA
4942,4941,NA
4943,4942,NA
4944,4943,NA
4945,4944,NA
4946,4945,NA
4947,4946,NA
4948,4947,NA
4949,4948,NA
4950,4949,NA
4951,4950,NA
4952,4951,NA
4953,4952,NA
4954,4953,NA
4955,4954,NA
4956,4955,NA
4957,4956,NA
4958,4957,NA
4959,4958,NA
4960,4959,NA
4961,4960,NA
4962,4961,NA
4963,4962,NA
4964,4963,NA
4965,4964,NA
4966,4965,NA
4967,4966,NA
4968,4967,NA
4969,4968,NA
4970,4969,NA
4971,4970,NA
4972,4971,NA
4973,4972,NA
4974,4973,NA
4975,4974,NA
4976,4975,NA
4977,4976,NA
4978,4977,NA
4979,4978,NA
4980,4979,NA
4981,4980,NA
4982,4981,NA
4983,4982,NA
4984,4983,NA
4985,4984,NA
4986,4985,NA
4987,4986,NA
4988,4987,NA
4989,4988,NA
4990,4989,NA
4991,4990,NA
4992,4991,NA
4993,4992,NA
4994,4993,NA
4995,4994,NA
4996,4995,NA
4997,4996,NA
4998,4997,NA
4999,4998,NA
5000,4999,NA
5001,5000,NA
5002,5001,NA
5003,5002,NA
5004,5003,NA
5005,5004,NA
5006,5005,NA
5007,5006,NA
5008,5007,NA
5009,5008,NA
5010,5009,NA
5011,5010,NA
5012,5011,NA
5013,5012,NA
5014,5013,NA
5015,5014,NA
5016,5015,NA
5017,5016,NA
5018,5017,NA
5019,5018,NA
5020,5019,NA
5021,5020,NA
5022,5021,NA
5023,5022,NA
5024,5023,NA
5025,5024,NA
5026,5025,NA
5027,5026,NA
5028,5027,NA
5029,5028,NA
5030,5029,NA
5031,5030,NA
5032,5031,NA
5033,5032,NA
5034,5033,NA
5035,5034,NA
5036,5035,NA
5037,5036,NA
5038,5037,NA
5039,5038,NA
5040,5039,NA
5041,5040,NA
5042,5041,NA
5043,5042,NA
5044,5043,NA
5045,5044,NA
5046,5045,NA
5047,5046,NA
5048,5047,NA
5049,5048,NA
5050,5049,NA
5051,5050,NA
5052,5051,NA
5053,5052,NA
5054,5053,NA
5055,5054,NA
5056,5055,NA
5057,5056,NA
5058,5057,NA
5059,5058,NA
5060,5059,NA
5061,5060,NA
5062,5061,NA
5063,5062,NA
5064,5063,NA
5065,5064,NA
5066,5065,NA
5067,5066,NA
5068,5067,NA
5069,5068,NA
5070,5069,NA
5071,5070,NA
5072,5071,NA
5073,5072,NA
5074,5073,NA
5075,5074,NA
5076,5075,NA
5077,5076,NA
5078,5077,NA
5079,5078,NA
5080,5079,NA
5081,5080,NA
5082,5081,NA
5083,5082,NA
5084,5083,NA
5085,5084,NA
5086,5085,NA
5087,5086,NA
5088,5087,NA
5089,5088,NA
5090,5089,NA
5091,5090,NA
5092,5091,NA
5093,5092,NA
5094,5093,NA
5095,5094,NA
5096,5095,NA
5097,5096,NA
5098,5097,NA
5099,5098,NA
5100,5099,NA
5101,5100,NA
5102,5101,NA
5103,5102,NA
5104,5103,NA
5105,5104,NA
5106,5105,NA
5107,5106,NA
5108,5107,NA
5109,5108,NA
5110,5109,NA
5111,5110,NA
5112,5111,NA
5113,5112,NA
5114,5113,NA
5115,5114,NA
5116,5115,NA
5117,5116,NA
5118,5117,NA
5119,5118,NA
5120,5119,NA
5121,5120,NA
5122,5121,NA
5123,5122,NA
5124,5123,NA
5125,5124,NA
5126,5125,NA
5127,5126,NA
5128,5127,NA
5129,5128,NA
5130,5129,NA
5131,5130,NA
5132,5131,NA
5133,5132,NA
5134,5133,NA
5135,5134,NA
5136,5135,NA
5137,5136,NA
5138,5137,NA
5139,5138,NA
5140,5139,NA
5141,5140,NA
5142,5141,NA
5143,5142,NA
5144,5143,NA
5145,5144,NA
5146,5145,NA
5147,5146,NA
5148,5147,NA
5149,5148,NA
5150,5149,NA
5151,5150,NA
5152,5151,NA
5153,5152,NA
5154,5153,NA
5155,5154,NA
5156,5155,NA
5157,5156,NA
5158,5157,NA
5159,5158,NA
5160,5159,NA
5161,5160,NA
5162,5161,NA
5163,5162,NA
5164,5163,NA
5165,5164,NA
5166,5165,NA
5167,5166,NA
5168,5167,NA
5169,5168,NA
5170,5169,NA
5171,5170,NA
5172,5171,NA
5173,5172,NA
5174,5173,NA
5175,5174,NA
5176,5175,NA
5177,5176,NA
5178,5177,NA
5179,5178,NA
5180,5179,NA
5181,5180,NA
5182,5181,NA
5183,5182,NA
5184,5183,NA
5185,5184,NA
5186,5185,NA
5187,5186,NA
5188,5187,NA
5189,5188,NA
5190,5189,NA
5191,5190,NA
5192,5191,NA
5193,5192,NA
5194,5193,NA
5195,5194,NA
5196,5195,NA
5197,5196,NA
5198,5197,NA
5199,5198,NA
5200,5199,NA
5201,5200,NA
5202,5201,NA
5203,5202,NA
5204,5203,NA
5205,5204,NA
5206,5205,NA
5207,5206,NA
5208,5207,NA
5209,5208,NA
5210,5209,NA
5211,5210,NA
5212,5211,NA
5213,5212,NA
5214,5213,NA
5215,5214,NA
5216,5215,NA
5217,5216,NA
5218,5217,NA
5219,5218,NA
5220,5219,NA
5221,5220,NA
5222,5221,NA
5223,5222,NA
5224,5223,NA
5225,5224,NA
5226,5225,NA
5227,5226,NA
5228,5227,NA
5229,5228,NA
5230,5229,NA
5231,5230,NA
5232,5231,NA
5233,5232,NA
5234,5233,NA
5235,5234,NA
5236,5235,NA
5237,5236,NA
5238,5237,NA
5239,5238,NA
5240,5239,NA
5241,5240,NA
5242,5241,NA
5243,5242,NA
5244,5243,NA
5245,5244,NA
5246,5245,NA
5247,5246,NA
5248,5247,NA
5249,5248,NA
5250,5249,NA
5251,5250,NA
5252,5251,NA
5253,5252,NA
5254,5253,NA
5255,5254,NA
5256,5255,NA
5257,5256,NA
5258,5257,NA
5259,5258,NA
5260,5259,NA
5261,5260,NA
5262,5261,NA
5263,5262,NA
5264,5263,NA
5265,5264,NA
5266,5265,NA
5267,5266,NA
5268,5267,NA
5269,5268,NA
5270,5269,NA
5271,5270,NA
5272,5271,NA
5273,5272,NA
5274,5273,NA
5275,5274,NA
5276,5275,NA
5277,5276,NA
5278,5277,NA
5279,5278,NA
5280,5279,NA
5281,5280,NA
5282,5281,NA
5283,5282,NA
5284,5283,NA
5285,5284,NA
5286,5285,NA
5287,5286,NA
5288,5287,NA
5289,5288,NA
5290,5289,NA
5291,5290,NA
5292,5291,NA
5293,5292,NA
5294,5293,NA
5295,5294,NA
5296,5295,NA
5297,5296,NA
5298,5297,NA
5299,5298,NA
5300,5299,NA
5301,5300,NA
5302,5301,NA
5303,5302,NA
5304,5303,NA
5305,5304,NA
5306,5305,NA
5307,5306,NA
5308,5307,NA
5309,5308,NA
5310,5309,NA
5311,5310,NA
5312,5311,NA
5313,5312,NA
5314,5313,NA
5315,5314,NA
5316,5315,NA
5317,5316,NA
5318,5317,NA
5319,5318,NA
5320,5319,NA
5321,5320,NA
5322,5321,NA
5323,5322,NA
5324,5323,NA
5325,5324,NA
5326,5325,NA
5327,5326,NA
5328,5327,NA
5329,5328,NA
5330,5329,NA
5331,5330,NA
5332,5331,NA
5333,5332,NA
5334,5333,NA
5335,5334,NA
5336,5335,NA
5337,5336,NA
5338,5337,NA
5339,5338,NA
5340,5339,NA
5341,5340,NA
5342,5341,NA
5343,5342,NA
5344,5343,NA
5345,5344,NA
5346,5345,NA
5347,5346,NA
5348,5347,NA
5349,5348,NA
5350,5349,NA
5351,5350,NA
5352,5351,NA
5353,5352,NA
5354,5353,NA
5355,5354,NA
5356,5355,NA
5357,5356,NA
5358,5357,NA
5359,5358,NA
5360,5359,NA
5361,5360,NA
5362,5361,NA
5363,5362,NA
5364,5363,NA
5365,5364,NA
5366,5365,NA
5367,5366,NA
5368,5367,NA
5369,5368,NA
5370,5369,NA
5371,5370,NA
5372,5371,NA
5373,5372,NA
5374,5373,NA
5375,5374,NA
5376,5375,NA
5377,5376,NA
5378,5377,NA
5379,5378,NA
5380,5379,NA
5381,5380,NA
5382,5381,NA
5383,5382,NA
5384,5383,NA
5385,5384,NA
5386,5385,NA
5387,5386,NA
5388,5387,NA
5389,5388,NA
5390,5389,NA
5391,5390,NA
5392,5391,NA
5393,5392,NA
5394,5393,NA
5395,5394,NA
5396,5395,NA
5397,5396,NA
5398,5397,NA
5399,5398,NA
5400,5399,NA
5401,5400,NA
5402,5401,NA
5403,5402,NA
5404,5403,NA
5405,5404,NA
5406,5405,NA
5407,5406,NA
5408,5407,NA
5409,5408,NA
5410,5409,NA
5411,5410,NA
5412,5411,NA
5413,5412,NA
5414,5413,NA
5415,5414,NA
5416,5415,NA
5417,5416,NA
5418,5417,NA
5419,5418,NA
5420,5419,NA
5421,5420,NA
5422,5421,NA
5423,5422,NA
5424,5423,NA
5425,5424,NA
5426,5425,NA
5427,5426,NA
5428,5427,NA
5429,5428,NA
5430,5429,NA
5431,5430,NA
5432,5431,NA
5433,5432,NA
5434,5433,NA
5435,5434,NA
5436,5435,NA
5437,5436,NA
5438,5437,NA
5439,5438,NA
5440,5439,NA
5441,5440,NA
5442,5441,NA
5443,5442,NA
5444,5443,NA
5445,5444,NA
5446,5445,NA
5447,5446,NA
5448,5447,NA
5449,5448,NA
5450,5449,NA
5451,5450,NA
5452,5451,NA
5453,5452,NA
5454,5453,NA
5455,5454,NA
5456,5455,NA
5457,5456,NA
5458,5457,NA
5459,5458,NA
5460,5459,NA
5461,5460,NA
5462,5461,NA
5463,5462,NA
5464,5463,NA
5465,5464,NA
5466,5465,NA
5467,5466,NA
5468,5467,NA
5469,5468,NA
5470,5469,NA
5471,5470,NA
5472,5471,NA
5473,5472,NA
5474,5473,NA
5475,5474,NA
5476,5475,NA
5477,5476,NA
5478,5477,NA
5479,5478,NA
5480,5479,NA
5481,5480,NA
5482,5481,NA
5483,5482,NA
5484,5483,NA
5485,5484,NA
5486,5485,NA
5487,5486,NA
5488,5487,NA
5489,5488,NA
5490,5489,NA
5491,5490,NA
5492,5491,NA
5493,5492,NA
5494,5493,NA
5495,5494,NA
5496,5495,NA
5497,5496,NA
5498,5497,NA
5499,5498,NA
5500,5499,NA
5501,5500,NA
5502,5501,NA
5503,5502,NA
5504,5503,NA
5505,5504,NA
5506,5505,NA
5507,5506,NA
5508,5507,NA
5509,5508,NA
5510,5509,NA
5511,5510,NA
5512,5511,NA
5513,5512,NA
5514,5513,NA
5515,5514,NA
5516,5515,NA
5517,5516,NA
5518,5517,NA
5519,5518,NA
5520,5519,NA
5521,5520,NA
5522,5521,NA
5523,5522,NA
5524,5523,NA
5525,5524,NA
5526,5525,NA
5527,5526,NA
5528,5527,NA
5529,5528,NA
5530,5529,NA
5531,5530,NA
5532,5531,NA
5533,5532,NA
5534,5533,NA
5535,5534,NA
5536,5535,NA
5537,5536,NA
5538,5537,NA
5539,5538,NA
5540,5539,NA
5541,5540,NA
5542,5541,NA
5543,5542,NA
5544,5543,NA
5545,5544,NA
5546,5545,NA
5547,5546,NA
5548,5547,NA
5549,5548,NA
5550,5549,NA
5551,5550,NA
5552,5551,NA
5553,5552,NA
5554,5553,NA
5555,5554,NA
5556,5555,NA
5557,5556,NA
5558,5557,NA
5559,5558,NA
5560,5559,NA
5561,5560,NA
5562,5561,NA
5563,5562,NA
5564,5563,NA
5565,5564,NA
5566,5565,NA
5567,5566,NA
5568,5567,NA
5569,5568,NA
5570,5569,NA
5571,5570,NA
5572,5571,NA
5573,5572,NA
5574,5573,NA
5575,5574,NA
5576,5575,NA
5577,5576,NA
5578,5577,NA
5579,5578,NA
5580,5579,NA
5581,5580,NA
5582,5581,NA
5583,5582,NA
5584,5583,NA
5585,5584,NA
5586,5585,NA
5587,5586,NA
5588,5587,NA
5589,5588,NA
5590,5589,NA
5591,5590,NA
5592,5591,NA
5593,5592,NA
5594,5593,NA
5595,5594,NA
5596,5595,NA
5597,5596,NA
5598,5597,NA
5599,5598,NA
5600,5599,NA
5601,5600,NA
5602,5601,NA
5603,5602,NA
5604,5603,NA
5605,5604,NA
5606,5605,NA
5607,5606,NA
5608,5607,NA
5609,5608,NA
5610,5609,NA
5611,5610,NA
5612,5611,NA
5613,5612,NA
5614,5613,NA
5615,5614,NA
5616,5615,NA
5617,5616,NA
5618,5617,NA
5619,5618,NA
5620,5619,NA
5621,5620,NA
5622,5621,NA
5623,5622,NA
5624,5623,NA
5625,5624,NA
5626,5625,NA
5627,5626,NA
5628,5627,NA
5629,5628,NA
5630,5629,NA
5631,5630,NA
5632,5631,NA
5633,5632,NA
5634,5633,NA
5635,5634,NA
5636,5635,NA
5637,5636,NA
5638,5637,NA
5639,5638,NA
5640,5639,NA
5641,5640,NA
5642,5641,NA
5643,5642,NA
5644,5643,NA
5645,5644,NA
5646,5645,NA
5647,5646,NA
5648,5647,NA
5649,5648,NA
5650,5649,NA
5651,5650,NA
5652,5651,NA
5653,5652,NA
5654,5653,NA
5655,5654,NA
5656,5655,NA
5657,5656,NA
5658,5657,NA
5659,5658,NA
5660,5659,NA
5661,5660,NA
5662,5661,NA
5663,5662,NA
5664,5663,NA
5665,5664,NA
5666,5665,NA
5667,5666,NA
5668,5667,NA
5669,5668,NA
5670,5669,NA
5671,5670,NA
5672,5671,NA
5673,5672,NA
5674,5673,NA
5675,5674,NA
5676,5675,NA
5677,5676,NA
5678,5677,NA
5679,5678,NA
5680,5679,NA
5681,5680,NA
5682,5681,NA
5683,5682,NA
5684,5683,NA
5685,5684,NA
5686,5685,NA
5687,5686,NA
5688,5687,NA
5689,5688,NA
5690,5689,NA
5691,5690,NA
5692,5691,NA
5693,5692,NA
5694,5693,NA
5695,5694,NA
5696,5695,NA
5697,5696,NA
5698,5697,NA
5699,5698,NA
5700,5699,NA
5701,5700,NA
5702,5701,NA
5703,5702,NA
5704,5703,NA
5705,5704,NA
5706,5705,NA
5707,5706,NA
5708,5707,NA
5709,5708,NA
5710,5709,NA
5711,5710,NA
5712,5711,NA
5713,5712,NA
5714,5713,NA
5715,5714,NA
5716,5715,NA
5717,5716,NA
5718,5717,NA
5719,5718,NA
5720,5719,NA
5721,5720,NA
5722,5721,NA
5723,5722,NA
5724,5723,NA
5725,5724,NA
5726,5725,NA
5727,5726,NA
5728,5727,NA
5729,5728,NA
5730,5729,NA
5731,5730,NA
5732,5731,NA
5733,5732,NA
5734,5733,NA
5735,5734,NA
5736,5735,NA
5737,5736,NA
5738,5737,NA
5739,5738,NA
5740,5739,NA
5741,5740,NA
5742,5741,NA
5743,5742,NA
5744,5743,NA
5745,5744,NA
5746,5745,NA
5747,5746,NA
5748,5747,NA
5749,5748,NA
5750,5749,NA
5751,5750,NA
5752,5751,NA
5753,5752,NA
5754,5753,NA
5755,5754,NA
5756,5755,NA
5757,5756,NA
5758,5757,NA
5759,5758,NA
5760,5759,NA
5761,5760,NA
5762,5761,NA
5763,5762,NA
5764,5763,NA
5765,5764,NA
5766,5765,NA
5767,5766,NA
5768,5767,NA
5769,5768,NA
5770,5769,NA
5771,5770,NA
5772,5771,NA
5773,5772,NA
5774,5773,NA
5775,5774,NA
5776,5775,NA
5777,5776,NA
5778,5777,NA
5779,5778,NA
5780,5779,NA
5781,5780,NA
5782,5781,NA
5783,5782,NA
5784,5783,NA
5785,5784,NA
5786,5785,NA
5787,5786,NA
5788,5787,NA
5789,5788,NA
5790,5789,NA
5791,5790,NA
5792,5791,NA
5793,5792,NA
5794,5793,NA
5795,5794,NA
5796,5795,NA
5797,5796,NA
5798,5797,NA
5799,5798,NA
5800,5799,NA
5801,5800,NA
5802,5801,NA
5803,5802,NA
5804,5803,NA
5805,5804,NA
5806,5805,NA
5807,5806,NA
5808,5807,NA
5809,5808,NA
5810,5809,NA
5811,5810,NA
5812,5811,NA
5813,5812,NA
5814,5813,NA
5815,5814,NA
5816,5815,NA
5817,5816,NA
5818,5817,NA
5819,5818,NA
5820,5819,NA
5821,5820,NA
5822,5821,NA
5823,5822,NA
5824,5823,NA
5825,5824,NA
5826,5825,NA
5827,5826,NA
5828,5827,NA
5829,5828,NA
5830,5829,NA
5831,5830,NA
5832,5831,NA
5833,5832,NA
5834,5833,NA
5835,5834,NA
5836,5835,NA
5837,5836,NA
5838,5837,NA
5839,5838,NA
5840,5839,NA
5841,5840,NA
5842,5841,NA
5843,5842,NA
5844,5843,NA
5845,5844,NA
5846,5845,NA
5847,5846,NA
5848,5847,NA
5849,5848,NA
5850,5849,NA
5851,5850,NA
5852,5851,NA
5853,5852,NA
5854,5853,NA
5855,5854,NA
5856,5855,NA
5857,5856,NA
5858,5857,NA
5859,5858,NA
5860,5859,NA
5861,5860,NA
5862,5861,NA
5863,5862,NA
5864,5863,NA
5865,5864,NA
5866,5865,NA
5867,5866,NA
5868,5867,NA
5869,5868,NA
5870,5869,NA
5871,5870,NA
5872,5871,NA
5873,5872,NA
5874,5873,NA
5875,5874,NA
5876,5875,NA
5877,5876,NA
5878,5877,NA
5879,5878,NA
5880,5879,NA
5881,5880,NA
5882,5881,NA
5883,5882,NA
5884,5883,NA
5885,5884,NA
5886,5885,NA
5887,5886,NA
5888,5887,NA
5889,5888,NA
5890,5889,NA
5891,5890,NA
5892,5891,NA
5893,5892,NA
5894,5893,NA
5895,5894,NA
5896,5895,NA
5897,5896,NA
5898,5897,NA
5899,5898,NA
5900,5899,NA
5901,5900,NA
5902,5901,NA
5903,5902,NA
5904,5903,NA
5905,5904,NA
5906,5905,NA
5907,5906,NA
5908,5907,NA
5909,5908,NA
5910,5909,NA
5911,5910,NA
5912,5911,NA
5913,5912,NA
5914,5913,NA
5915,5914,NA
5916,5915,NA
5917,5916,NA
5918,5917,NA
5919,5918,NA
5920,5919,NA
5921,5920,NA
5922,5921,NA
5923,5922,NA
5924,5923,NA
5925,5924,NA
5926,5925,NA
5927,5926,NA
5928,5927,NA
5929,5928,NA
5930,5929,NA
5931,5930,NA
5932,5931,NA
5933,5932,NA
5934,5933,NA
5935,5934,NA
5936,5935,NA
5937,5936,NA
5938,5937,NA
5939,5938,NA
5940,5939,NA
5941,5940,NA
5942,5941,NA
5943,5942,NA
5944,5943,NA
5945,5944,NA
5946,5945,NA
5947,5946,NA
5948,5947,NA
5949,5948,NA
5950,5949,NA
5951,5950,NA
5952,5951,NA
5953,5952,NA
5954,5953,NA
5955,5954,NA
5956,5955,NA
5957,5956,NA
5958,5957,NA
5959,5958,NA
5960,5959,NA
5961,5960,NA
5962,5961,NA
5963,5962,NA
5964,5963,NA
5965,5964,NA
5966,5965,NA
5967,5966,NA
5968,5967,NA
5969,5968,NA
5970,5969,NA
5971,5970,NA
5972,5971,NA
5973,5972,NA
5974,5973,NA
5975,5974,NA
5976,5975,NA
5977,5976,NA
5978,5977,NA
5979,5978,NA
5980,5979,NA
5981,5980,NA
5982,5981,NA
5983,5982,NA
5984,5983,NA
5985,5984,NA
5986,5985,NA
5987,5986,NA
5988,5987,NA
5989,5988,NA
5990,5989,NA
5991,5990,NA
5992,5991,NA
5993,5992,NA
5994,5993,NA
5995,5994,NA
5996,5995,NA
5997,5996,NA
5998,5997,NA
5999,5998,NA
6000,5999,NA
6001,6000,NA
6002,6001,NA
6003,6002,NA
6004,6003,NA
6005,6004,NA
6006,6005,NA
6007,6006,NA
6008,6007,NA
6009,6008,NA
6010,6009,NA
6011,6010,NA
6012,6011,NA
6013,6012,NA
6014,6013,NA
6015,6014,NA
6016,6015,NA
6017,6016,NA
6018,6017,NA
6019,6018,NA
6020,6019,NA
6021,6020,NA
6022,6021,NA
6023,6022,NA
6024,6023,NA
6025,6024,NA
6026,6025,NA
6027,6026,NA
6028,6027,NA
6029,6028,NA
6030,6029,NA
6031,6030,NA
6032,6031,NA
6033,6032,NA
6034,6033,NA
6035,6034,NA
6036,6035,NA
6037,6036,NA
6038,6037,NA
6039,6038,NA
6040,6039,NA
6041,6040,NA
6042,6041,NA
6043,6042,NA
6044,6043,NA
6045,6044,NA
6046,6045,NA
6047,6046,NA
6048,6047,NA
6049,6048,NA
6050,6049,NA
6051,6050,NA
6052,6051,NA
6053,6052,NA
6054,6053,NA
6055,6054,NA
6056,6055,NA
6057,6056,NA
6058,6057,NA
6059,6058,NA
6060,6059,NA
6061,6060,NA
6062,6061,NA
6063,6062,NA
6064,6063,NA
6065,6064,NA
6066,6065,NA
6067,6066,NA
6068,6067,NA
6069,6068,NA
6070,6069,NA
6071,6070,NA
6072,6071,NA
6073,6072,NA
6074,6073,NA
6075,6074,NA
6076,6075,NA
6077,6076,NA
6078,6077,NA
6079,6078,NA
6080,6079,NA
6081,6080,NA
6082,6081,NA
6083,6082,NA
6084,6083,NA
6085,6084,NA
6086,6085,NA
6087,6086,NA
6088,6087,NA
6089,6088,NA
6090,6089,NA
6091,6090,NA
6092,6091,NA
6093,6092,NA
6094,6093,NA
6095,6094,NA
6096,6095,NA
6097,6096,NA
6098,6097,NA
6099,6098,NA
6100,6099,NA
6101,6100,NA
6102,6101,NA
6103,6102,NA
6104,6103,NA
6105,6104,NA
6106,6105,NA
6107,6106,NA
6108,6107,NA
6109,6108,NA
6110,6109,NA
6111,6110,NA
6112,6111,NA
6113,6112,NA
6114,6113,NA
6115,6114,NA
6116,6115,NA
6117,6116,NA
6118,6117,NA
6119,6118,NA
6120,6119,NA
6121,6120,NA
6122,6121,NA
6123,6122,NA
6124,6123,NA
6125,6124,NA
6126,6125,NA
6127,6126,NA
6128,6127,NA
6129,6128,NA
6130,6129,NA
6131,6130,NA
6132,6131,NA
6133,6132,NA
6134,6133,NA
6135,6134,NA
6136,6135,NA
6137,6136,NA
6138,6137,NA
6139,6138,NA
6140,6139,NA
6141,6140,NA
6142,6141,NA
6143,6142,NA
6144,6143,NA
6145,6144,NA
6146,6145,NA
6147,6146,NA
6148,6147,NA
6149,6148,NA
6150,6149,NA
6151,6150,NA
6152,6151,NA
6153,6152,NA
6154,6153,NA
6155,6154,NA
6156,6155,NA
6157,6156,NA
6158,6157,NA
6159,6158,NA
6160,6159,NA
6161,6160,NA
6162,6161,NA
6163,6162,NA
6164,6163,NA
6165,6164,NA
6166,6165,NA
6167,6166,NA
6168,6167,NA
6169,6168,NA
6170,6169,NA
6171,6170,NA
6172,6171,NA
6173,6172,NA
6174,6173,NA
6175,6174,NA
6176,6175,NA
6177,6176,NA
6178,6177,NA
6179,6178,NA
6180,6179,NA
6181,6180,NA
6182,6181,NA
6183,6182,NA
6184,6183,NA
6185,6184,NA
6186,6185,NA
6187,6186,NA
6188,6187,NA
6189,6188,NA
6190,6189,NA
6191,6190,NA
6192,6191,NA
6193,6192,NA
6194,6193,NA
6195,6194,NA
6196,6195,NA
6197,6196,NA
6198,6197,NA
6199,6198,NA
6200,6199,NA
6201,6200,NA
6202,6201,NA
6203,6202,NA
6204,6203,NA
6205,6204,NA
6206,6205,NA
6207,6206,NA
6208,6207,NA
6209,6208,NA
6210,6209,NA
6211,6210,NA
6212,6211,NA
6213,6212,NA
6214,6213,NA
6215,6214,NA
6216,6215,NA
6217,6216,NA
6218,6217,NA
6219,6218,NA
6220,6219,NA
6221,6220,NA
6222,6221,NA
6223,6222,NA
6224,6223,NA
6225,6224,NA
6226,6225,NA
6227,6226,NA
6228,6227,NA
6229,6228,NA
6230,6229,NA
6231,6230,NA
6232,6231,NA
6233,6232,NA
6234,6233,NA
6235,6234,NA
6236,6235,NA
6237,6236,NA
6238,6237,NA
6239,6238,NA
6240,6239,NA
6241,6240,NA
6242,6241,NA
6243,6242,NA
6244,6243,NA
6245,6244,NA
6246,6245,NA
6247,6246,NA
6248,6247,NA
6249,6248,NA
6250,6249,NA
6251,6250,NA
6252,6251,NA
6253,6252,NA
6254,6253,NA
6255,6254,NA
6256,6255,NA
6257,6256,NA
6258,6257,NA
6259,6258,NA
6260,6259,NA
6261,6260,NA
6262,6261,NA
6263,6262,NA
6264,6263,NA
6265,6264,NA
6266,6265,NA
6267,6266,NA
6268,6267,NA
6269,6268,NA
6270,6269,NA
6271,6270,NA
6272,6271,NA
6273,6272,NA
6274,6273,NA
6275,6274,NA
6276,6275,NA
6277,6276,NA
6278,6277,NA
6279,6278,NA
6280,6279,NA
6281,6280,NA
6282,6281,NA
6283,6282,NA
6284,6283,NA
6285,6284,NA
6286,6285,NA
6287,6286,NA
6288,6287,NA
6289,6288,NA
6290,6289,NA
6291,6290,NA
6292,6291,NA
6293,6292,NA
6294,6293,NA
6295,6294,NA
6296,6295,NA
6297,6296,NA
6298,6297,NA
6299,6298,NA
6300,6299,NA
6301,6300,NA
6302,6301,NA
6303,6302,NA
6304,6303,NA
6305,6304,NA
6306,6305,NA
6307,6306,NA
6308,6307,NA
6309,6308,NA
6310,6309,NA
6311,6310,NA
6312,6311,NA
6313,6312,NA
6314,6313,NA
6315,6314,NA
6316,6315,NA
6317,6316,NA
6318,6317,NA
6319,6318,NA
6320,6319,NA
6321,6320,NA
6322,6321,NA
6323,6322,NA
6324,6323,NA
6325,6324,NA
6326,6325,NA
6327,6326,NA
6328,6327,NA
6329,6328,NA
6330,6329,NA
6331,6330,NA
6332,6331,NA
6333,6332,NA
6334,6333,NA
6335,6334,NA
6336,6335,NA
6337,6336,NA
6338,6337,NA
6339,6338,NA
6340,6339,NA
6341,6340,NA
6342,6341,NA
6343,6342,NA
6344,6343,NA
6345,6344,NA
6346,6345,NA
6347,6346,NA
6348,6347,NA
6349,6348,NA
6350,6349,NA
6351,6350,NA
6352,6351,NA
6353,6352,NA
6354,6353,NA
6355,6354,NA
6356,6355,NA
6357,6356,NA
6358,6357,NA
6359,6358,NA
6360,6359,NA
6361,6360,NA
6362,6361,NA
6363,6362,NA
6364,6363,NA
6365,6364,NA
6366,6365,NA
6367,6366,NA
6368,6367,NA
6369,6368,NA
6370,6369,NA
6371,6370,NA
6372,6371,NA
6373,6372,NA
6374,6373,NA
6375,6374,NA
6376,6375,NA
6377,6376,NA
6378,6377,NA
6379,6378,NA
6380,6379,NA
6381,6380,NA
6382,6381,NA
6383,6382,NA
6384,6383,NA
6385,6384,NA
6386,6385,NA
6387,6386,NA
6388,6387,NA
6389,6388,NA
6390,6389,NA
6391,6390,NA
6392,6391,NA
6393,6392,NA
6394,6393,NA
6395,6394,NA
6396,6395,NA
6397,6396,NA
6398,6397,NA
6399,6398,NA
6400,6399,NA
6401,6400,NA
6402,6401,NA
6403,6402,NA
6404,6403,NA
6405,6404,NA
6406,6405,NA
6407,6406,NA
6408,6407,NA
6409,6408,NA
6410,6409,NA
6411,6410,NA
6412,6411,NA
6413,6412,NA
6414,6413,NA
6415,6414,NA
6416,6415,NA
6417,6416,NA
6418,6417,NA
6419,6418,NA
6420,6419,NA
6421,6420,NA
6422,6421,NA
6423,6422,NA
6424,6423,NA
6425,6424,NA
6426,6425,NA
6427,6426,NA
6428,6427,NA
6429,6428,NA
6430,6429,NA
6431,6430,NA
6432,6431,NA
6433,6432,NA
6434,6433,NA
6435,6434,NA
6436,6435,NA
6437,6436,NA
6438,6437,NA
